id,nnights,nadults,nchildren,planning,sex,age,education,income,region,shopping,antiquing,scenery,eatfine,eatcasual,eatfamstyle,eatfastfood,museums,indoorpool,outdoorpool,hiking,gambling,boatswim,fishing,golfing,boattours,rideducks,amusepark,minigolf,gocarting,waterpark,circusworld,tbskishow,helicopter,horseride,standrock,outattract,nearbyattract,movietheater,concerttheater,barpubdance,shopbroadway,bungeejumping
1361,3,2,2,One Month or More Ago,Male,35-44,,,Other,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1362,0,2,No kids,This Week,Male,55-64,College Grad,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO
1363,0,3,No kids,This Week,Female,LT 25,College Grad,Middle Income,,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES
1364,2,3,3,One Month or More Ago,Female,25-34,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES
1365,2,2,2,This Week,Male,55-64,College Grad,,Chicago,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1366,3,2,2,One Month or More Ago,Female,35-44,HS Grad or Less,,Chicago,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO
1367,2,2,No kids,This Week,Male,55-64,Some College,Middle Income,Chicago,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,NO
1368,0,2,No kids,This Week,Male,45-54,HS Grad or Less,Lower Income,Madison,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1369,1,4,No kids,This Week,Male,25-34,College Grad,,Chicago,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO
1370,3,4,No kids,This Week,Male,45-54,Some College,,Other,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO
1371,4+,4,2,One Month or More Ago,Female,45-54,HS Grad or Less,Middle Income,Minneapolis/StPaul,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1372,2,3,2,This Week,Male,45-54,Post Grad,,Chicago,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,NO,YES,YES
1373,1,2,2,One Month or More Ago,Male,45-54,HS Grad or Less,Middle Income,Other,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO
1374,2,2,No kids,This Week,Female,,College Grad,,Chicago,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1375,0,1,4,This Week,Female,35-44,HS Grad or Less,Lower Income,Madison,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1376,4+,2,3,One Month or More Ago,Female,35-44,College Grad,Lower Income,Chicago,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1377,4+,2,2,One Month or More Ago,Female,35-44,Post Grad,Middle Income,Chicago,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
1378,2,2,2,One Month or More Ago,Male,35-44,Some College,Lower Income,Other,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES
1379,2,4,3,One Month or More Ago,Female,35-44,College Grad,Middle Income,Milwaukee,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO
1380,2,3,2,This Month,Male,35-44,HS Grad or Less,,Chicago,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
1381,2,3,2,This Week,Male,35-44,College Grad,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1382,2,3,1,This Week,Female,25-34,,Lower Income,Chicago,NO,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1383,2,2,3,One Month or More Ago,Female,25-34,College Grad,Lower Income,Madison,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO
1384,2,3,No kids,This Month,Female,25-34,HS Grad or Less,,Chicago,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1385,3,2,2,This Week,Female,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO
1386,2,2,3,This Month,Male,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1387,0,2,5+,This Week,Female,LT 25,College Grad,Lower Income,Madison,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO
1388,0,2,2,This Week,Male,35-44,College Grad,Lower Income,Other Wisconsin,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1389,0,3,3,This Week,Female,35-44,HS Grad or Less,Lower Income,Madison,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO
1390,3,2,2,This Month,Female,45-54,Some College,Middle Income,Milwaukee,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO
1391,0,2,No kids,This Week,Female,35-44,Post Grad,Lower Income,Milwaukee,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO
1392,1,3,No kids,One Month or More Ago,Male,25-34,Post Grad,Middle Income,Chicago,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
1393,3,3,2,One Month or More Ago,Female,LT 25,College Grad,,,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO
1394,2,2,2,One Month or More Ago,Male,35-44,HS Grad or Less,Middle Income,Other Wisconsin,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1395,2,3,2,This Week,Female,25-34,College Grad,Lower Income,Madison,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1396,0,2,3,This Week,Male,45-54,College Grad,Lower Income,Milwaukee,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1397,2,2,No kids,This Week,Male,65+,HS Grad or Less,Middle Income,Chicago,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO
1398,0,2,3,This Week,Male,35-44,Some College,Lower Income,Milwaukee,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1399,0,5+,1,This Month,Female,35-44,HS Grad or Less,,Madison,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1400,0,2,1,This Week,Male,45-54,College Grad,Middle Income,Minneapolis/StPaul,YES,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1401,3,2,2,This Month,Male,35-44,College Grad,Middle Income,Other,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1402,0,2,No kids,This Week,Female,35-44,Some College,Middle Income,Madison,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO
1403,2,2,2,One Month or More Ago,Female,25-34,College Grad,,Milwaukee,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO
1404,2,2,1,This Week,Male,35-44,College Grad,Middle Income,Chicago,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES
1405,1,3,3,This Month,Female,25-34,College Grad,Lower Income,Milwaukee,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1406,2,2,2,This Week,Male,25-34,Post Grad,Middle Income,Chicago,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1407,3,3,2,One Month or More Ago,Female,45-54,Some College,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO
1408,0,2,3,One Month or More Ago,Male,35-44,HS Grad or Less,Lower Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1409,1,2,3,This Month,Female,35-44,HS Grad or Less,,Chicago,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO
1410,4+,2,No kids,One Month or More Ago,Female,55-64,College Grad,Middle Income,Other,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO
1411,0,5+,3,This Week,Female,45-54,Some College,,Madison,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1412,0,4,1,One Month or More Ago,Female,35-44,Some College,Middle Income,Chicago,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO
1413,0,1,3,This Week,Female,35-44,Post Grad,Middle Income,Other Wisconsin,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1414,2,2,3,This Week,Female,25-34,College Grad,Lower Income,Other,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO
1415,0,2,1,This Month,Female,35-44,HS Grad or Less,,Other Wisconsin,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO
1416,4+,2,4,This Month,Male,LT 25,HS Grad or Less,,Milwaukee,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES
1417,4+,2,No kids,One Month or More Ago,Female,35-44,Some College,Lower Income,Chicago,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO
1418,0,2,No kids,This Week,Male,65+,Some College,Lower Income,Madison,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO
1419,3,2,No kids,This Week,Female,45-54,College Grad,Middle Income,Chicago,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
1420,2,5+,3,This Month,Female,35-44,HS Grad or Less,,Milwaukee,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
1421,0,3,1,This Week,Female,35-44,Post Grad,Middle Income,Other Wisconsin,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO
1422,2,2,2,One Month or More Ago,Male,25-34,Some College,Lower Income,Madison,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1423,2,2,2,One Month or More Ago,Female,25-34,College Grad,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1424,0,2,1,This Week,Female,25-34,HS Grad or Less,,Madison,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1425,4+,3,2,This Week,Male,65+,HS Grad or Less,,Milwaukee,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO
1426,2,2,1,One Month or More Ago,Male,45-54,,Middle Income,Madison,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1427,4+,2,2,This Week,Male,35-44,College Grad,Lower Income,Other Wisconsin,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1428,4+,4,2,One Month or More Ago,Female,65+,,,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO
1429,0,2,1,This Week,Male,25-34,,,Madison,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1430,4+,4,3,One Month or More Ago,Female,,,,Milwaukee,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO
1431,0,2,No kids,This Week,Female,35-44,Some College,Middle Income,Madison,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1432,1,1,4,This Week,Female,65+,College Grad,Lower Income,Madison,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
1433,1,3,No kids,This Month,Female,55-64,,,,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
1434,0,5+,No kids,This Month,Male,45-54,Some College,Middle Income,Madison,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1435,1,2,2,This Week,Female,35-44,Post Grad,Middle Income,Madison,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1436,2,5+,2,This Month,Male,35-44,HS Grad or Less,Lower Income,Madison,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO
1437,0,4,No kids,This Week,Male,LT 25,Post Grad,Lower Income,Madison,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1438,3,2,4,One Month or More Ago,Female,35-44,Some College,Middle Income,Other Wisconsin,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
1439,4+,1,1,One Month or More Ago,Female,LT 25,College Grad,Middle Income,Other,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO
1440,0,4,2,This Month,Female,25-34,HS Grad or Less,Lower Income,Other,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1441,2,4,2,One Month or More Ago,Female,35-44,HS Grad or Less,Lower Income,Madison,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO
1442,3,3,1,One Month or More Ago,Male,45-54,Some College,Middle Income,Chicago,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1443,0,1,2,This Week,Female,25-34,HS Grad or Less,Lower Income,Madison,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1444,2,2,No kids,One Month or More Ago,Female,55-64,HS Grad or Less,,Madison,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO
1445,3,2,2,This Week,Female,35-44,HS Grad or Less,Lower Income,Other,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1446,4+,2,No kids,One Month or More Ago,Male,25-34,College Grad,,Other,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO
1447,1,4,No kids,This Month,Male,35-44,HS Grad or Less,Middle Income,Madison,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES
1448,2,2,3,One Month or More Ago,Female,LT 25,Some College,Lower Income,Madison,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1449,1,2,No kids,This Month,Female,35-44,College Grad,Middle Income,Madison,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
1450,2,4,3,One Month or More Ago,Female,35-44,Some College,,Milwaukee,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1451,0,4,4,One Month or More Ago,Female,35-44,Post Grad,,Other,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1452,0,1,2,One Month or More Ago,Male,35-44,Some College,Lower Income,Milwaukee,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO
1453,4+,1,1,One Month or More Ago,Male,45-54,Some College,Middle Income,Milwaukee,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
1454,0,2,2,One Month or More Ago,Male,35-44,College Grad,Middle Income,Madison,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1455,0,2,1,This Week,Female,35-44,HS Grad or Less,Lower Income,Madison,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
1456,4+,1,2,This Month,Male,45-54,HS Grad or Less,Middle Income,Chicago,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO
1457,4+,5+,5+,This Week,Female,35-44,College Grad,Lower Income,,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO
1458,2,5+,5+,This Month,Male,25-34,HS Grad or Less,,Chicago,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO
1459,2,2,4,One Month or More Ago,Male,35-44,,,Other,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
1460,3,5+,4,One Month or More Ago,Male,45-54,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO
